date,company_id,company_name,channel,impressions,clicks,conversions,cost,revenue_generated,conversion_rate,click_through_rate
2026-02-23,C002,NorthOps,Content,259,22,0,181.13,0.00,0.0000,0.0849
2026-02-23,C002,NorthOps,LinkedIn Ads,360,14,0,411.06,0.00,0.0000,0.0389
2026-02-23,C002,NorthOps,Partnerships,242,11,0,167.19,0.00,0.0000,0.0455
2026-02-23,C002,NorthOps,Outbound Sales,0,0,0,79.45,0.00,0.0000,0.0000
2026-02-23,C002,NorthOps,Referral,399,20,1,0.00,745.12,0.0500,0.0501
2026-02-24,C002,NorthOps,SEO,254,24,0,366.65,0.00,0.0000,0.0945
2026-02-24,C002,NorthOps,Paid Search,842,59,1,1613.10,691.09,0.0169,0.0701
2026-02-24,C002,NorthOps,Content,114,9,0,397.20,0.00,0.0000,0.0789
2026-02-24,C002,NorthOps,LinkedIn Ads,614,27,1,901.44,657.08,0.0370,0.0440
2026-02-24,C002,NorthOps,Partnerships,388,24,0,366.65,0.00,0.0000,0.0619
2026-02-24,C002,NorthOps,Outbound Sales,1187,125,1,174.22,758.35,0.0080,0.1053
2026-02-24,C002,NorthOps,Referral,368,31,1,0.00,656.24,0.0323,0.0842
2026-02-25,C002,NorthOps,SEO,360,26,1,415.13,584.59,0.0385,0.0722
2026-02-25,C002,NorthOps,Paid Search,613,57,1,1826.39,690.05,0.0175,0.0930
2026-02-25,C002,NorthOps,Content,547,65,1,449.72,534.71,0.0154,0.1188
2026-02-25,C002,NorthOps,LinkedIn Ads,830,92,1,1020.63,528.04,0.0109,0.1108
2026-02-25,C002,NorthOps,Partnerships,441,25,1,415.13,761.80,0.0400,0.0567
2026-02-25,C002,NorthOps,Outbound Sales,482,18,0,197.26,0.00,0.0000,0.0373
2026-02-25,C002,NorthOps,Referral,272,13,0,0.00,0.00,0.0000,0.0478
2026-02-26,C002,NorthOps,SEO,400,9,0,83.94,0.00,0.0000,0.0225
2026-02-26,C002,NorthOps,Paid Search,352,4,0,369.30,0.00,0.0000,0.0114
2026-02-26,C002,NorthOps,Content,395,21,0,90.94,0.00,0.0000,0.0532
2026-02-26,C002,NorthOps,LinkedIn Ads,366,3,0,206.38,0.00,0.0000,0.0082
2026-02-26,C002,NorthOps,Partnerships,541,15,0,83.94,0.00,0.0000,0.0277
2026-02-26,C002,NorthOps,Outbound Sales,465,3,0,39.88,0.00,0.0000,0.0065
2026-02-26,C002,NorthOps,Referral,422,52,1,0.00,649.79,0.0192,0.1232
2026-02-27,C002,NorthOps,SEO,140,11,0,264.17,0.00,0.0000,0.0786
2026-02-27,C002,NorthOps,Paid Search,849,75,1,1162.25,662.56,0.0133,0.0883
2026-02-27,C002,NorthOps,Content,413,10,0,286.19,0.00,0.0000,0.0242
2026-02-27,C002,NorthOps,LinkedIn Ads,544,58,1,649.49,589.44,0.0172,0.1066
2026-02-27,C002,NorthOps,Partnerships,372,4,0,264.17,0.00,0.0000,0.0108
2026-02-27,C002,NorthOps,Outbound Sales,306,3,0,125.53,0.00,0.0000,0.0098
2026-02-27,C002,NorthOps,Referral,316,18,1,0.00,658.54,0.0556,0.0570
2026-02-28,C002,NorthOps,SEO,201,2,0,278.14,0.00,0.0000,0.0100
2026-02-28,C002,NorthOps,Paid Search,630,42,1,1223.69,527.88,0.0238,0.0667
2026-02-28,C002,NorthOps,Content,266,10,0,301.32,0.00,0.0000,0.0376
2026-02-28,C002,NorthOps,LinkedIn Ads,247,22,0,683.82,0.00,0.0000,0.0891
2026-02-28,C002,NorthOps,Partnerships,207,13,0,278.14,0.00,0.0000,0.0628
2026-02-28,C002,NorthOps,Outbound Sales,116,3,0,132.15,0.00,0.0000,0.0259
2026-02-28,C002,NorthOps,Referral,808,33,2,0.00,1479.62,0.0606,0.0408
2026-03-01,C002,NorthOps,SEO,275,6,0,245.37,0.00,0.0000,0.0218
2026-03-01,C002,NorthOps,Paid Search,469,53,1,1079.52,750.90,0.0189,0.1130
2026-03-01,C002,NorthOps,Content,350,23,0,265.82,0.00,0.0000,0.0657
2026-03-01,C002,NorthOps,LinkedIn Ads,318,16,0,603.26,0.00,0.0000,0.0503
2026-03-01,C002,NorthOps,Partnerships,0,0,0,245.37,0.00,0.0000,0.0000
2026-03-01,C002,NorthOps,Outbound Sales,588,22,0,116.59,0.00,0.0000,0.0374
2026-03-01,C002,NorthOps,Referral,853,69,2,0.00,1078.81,0.0290,0.0809
2026-03-02,C002,NorthOps,SEO,222,3,0,84.94,0.00,0.0000,0.0135
2026-03-02,C002,NorthOps,Paid Search,417,2,0,373.69,0.00,0.0000,0.0048
2026-03-02,C002,NorthOps,Content,555,21,0,92.02,0.00,0.0000,0.0378
2026-03-02,C002,NorthOps,LinkedIn Ads,569,2,0,208.83,0.00,0.0000,0.0035
2026-03-02,C002,NorthOps,Partnerships,208,21,0,84.94,0.00,0.0000,0.1010
2026-03-02,C002,NorthOps,Outbound Sales,502,12,0,40.35,0.00,0.0000,0.0239
2026-03-02,C002,NorthOps,Referral,543,61,1,0.00,507.42,0.0164,0.1123
2026-03-03,C002,NorthOps,SEO,367,8,0,413.09,0.00,0.0000,0.0218
2026-03-03,C002,NorthOps,Paid Search,852,61,1,1817.43,655.71,0.0164,0.0716
2026-03-03,C002,NorthOps,Content,569,24,0,447.52,0.00,0.0000,0.0422
2026-03-03,C002,NorthOps,LinkedIn Ads,638,64,1,1015.62,497.79,0.0156,0.1003
2026-03-03,C002,NorthOps,Partnerships,0,0,0,413.09,0.00,0.0000,0.0000
2026-03-03,C002,NorthOps,Outbound Sales,1067,54,1,196.29,661.24,0.0185,0.0506
2026-03-03,C002,NorthOps,Referral,478,49,1,0.00,700.99,0.0204,0.1025
2026-03-04,C002,NorthOps,SEO,115,17,0,182.50,0.00,0.0000,0.1478
2026-03-04,C002,NorthOps,Paid Search,606,79,1,802.92,613.56,0.0127,0.1304
2026-03-04,C002,NorthOps,Content,395,5,0,197.71,0.00,0.0000,0.0127
2026-03-04,C002,NorthOps,LinkedIn Ads,591,12,0,448.69,0.00,0.0000,0.0203
2026-03-04,C002,NorthOps,Partnerships,578,17,0,182.50,0.00,0.0000,0.0294
2026-03-04,C002,NorthOps,Outbound Sales,481,15,0,86.72,0.00,0.0000,0.0312
2026-03-04,C002,NorthOps,Referral,355,48,1,0.00,506.52,0.0208,0.1352
2026-03-05,C002,NorthOps,SEO,191,12,0,98.92,0.00,0.0000,0.0628
2026-03-05,C002,NorthOps,Paid Search,340,7,0,435.21,0.00,0.0000,0.0206
2026-03-05,C002,NorthOps,Content,206,9,0,107.16,0.00,0.0000,0.0437
2026-03-05,C002,NorthOps,LinkedIn Ads,524,13,0,243.21,0.00,0.0000,0.0248
2026-03-05,C002,NorthOps,Partnerships,491,12,0,98.92,0.00,0.0000,0.0244
2026-03-05,C002,NorthOps,Outbound Sales,430,6,0,47.01,0.00,0.0000,0.0140
2026-03-05,C002,NorthOps,Referral,493,51,1,0.00,658.92,0.0196,0.1034
2026-03-06,C002,NorthOps,SEO,360,9,0,99.83,0.00,0.0000,0.0250
2026-03-06,C002,NorthOps,Paid Search,197,23,0,439.21,0.00,0.0000,0.1168
2026-03-06,C002,NorthOps,Content,584,18,0,108.15,0.00,0.0000,0.0308
2026-03-06,C002,NorthOps,LinkedIn Ads,403,16,0,245.44,0.00,0.0000,0.0397
2026-03-06,C002,NorthOps,Partnerships,563,19,0,99.83,0.00,0.0000,0.0337
2026-03-06,C002,NorthOps,Outbound Sales,287,16,0,47.43,0.00,0.0000,0.0557
2026-03-06,C002,NorthOps,Referral,313,42,1,0.00,747.95,0.0238,0.1342
2026-03-07,C002,NorthOps,SEO,286,1,0,199.92,0.00,0.0000,0.0035
2026-03-07,C002,NorthOps,Paid Search,472,50,1,879.56,722.07,0.0200,0.1059
2026-03-07,C002,NorthOps,Content,308,20,0,216.58,0.00,0.0000,0.0649
2026-03-07,C002,NorthOps,LinkedIn Ads,342,21,0,491.52,0.00,0.0000,0.0614
2026-03-07,C002,NorthOps,Partnerships,564,9,0,199.92,0.00,0.0000,0.0160
2026-03-07,C002,NorthOps,Outbound Sales,249,6,0,95.00,0.00,0.0000,0.0241
2026-03-07,C002,NorthOps,Referral,258,30,1,0.00,671.00,0.0333,0.1163
2026-03-08,C002,NorthOps,SEO,404,19,0,273.43,0.00,0.0000,0.0470
2026-03-08,C002,NorthOps,Paid Search,595,43,1,1202.99,733.53,0.0233,0.0723
2026-03-08,C002,NorthOps,Content,201,7,0,296.22,0.00,0.0000,0.0348
2026-03-08,C002,NorthOps,LinkedIn Ads,355,18,0,672.26,0.00,0.0000,0.0507
2026-03-08,C002,NorthOps,Partnerships,427,10,0,273.43,0.00,0.0000,0.0234
2026-03-08,C002,NorthOps,Outbound Sales,316,13,0,129.92,0.00,0.0000,0.0411
2026-03-08,C002,NorthOps,Referral,605,82,2,0.00,1204.13,0.0244,0.1355
2026-03-09,C002,NorthOps,SEO,371,7,0,192.56,0.00,0.0000,0.0189
2026-03-09,C002,NorthOps,Paid Search,574,63,1,847.19,495.40,0.0159,0.1098
2026-03-09,C002,NorthOps,Content,156,21,0,208.61,0.00,0.0000,0.1346
2026-03-09,C002,NorthOps,LinkedIn Ads,460,9,0,473.43,0.00,0.0000,0.0196
2026-03-09,C002,NorthOps,Partnerships,491,14,0,192.56,0.00,0.0000,0.0285
2026-03-09,C002,NorthOps,Outbound Sales,181,9,0,91.49,0.00,0.0000,0.0497
2026-03-09,C002,NorthOps,Referral,477,31,1,0.00,741.84,0.0323,0.0650
2026-03-10,C002,NorthOps,SEO,577,15,0,89.23,0.00,0.0000,0.0260
2026-03-10,C002,NorthOps,Paid Search,247,3,0,392.59,0.00,0.0000,0.0121
2026-03-10,C002,NorthOps,Content,431,17,0,96.67,0.00,0.0000,0.0394
2026-03-10,C002,NorthOps,LinkedIn Ads,554,20,0,219.39,0.00,0.0000,0.0361
2026-03-10,C002,NorthOps,Partnerships,174,10,0,89.23,0.00,0.0000,0.0575
2026-03-10,C002,NorthOps,Outbound Sales,233,20,0,42.40,0.00,0.0000,0.0858
2026-03-10,C002,NorthOps,Referral,455,53,1,0.00,613.94,0.0189,0.1165
2026-03-11,C002,NorthOps,SEO,277,11,0,281.16,0.00,0.0000,0.0397
2026-03-11,C002,NorthOps,Paid Search,800,75,1,1236.97,750.71,0.0133,0.0938
2026-03-11,C002,NorthOps,Content,555,2,0,304.59,0.00,0.0000,0.0036
2026-03-11,C002,NorthOps,LinkedIn Ads,481,37,1,691.25,654.95,0.0270,0.0769
2026-03-11,C002,NorthOps,Partnerships,218,18,0,281.16,0.00,0.0000,0.0826
2026-03-11,C002,NorthOps,Outbound Sales,607,21,0,133.59,0.00,0.0000,0.0346
2026-03-11,C002,NorthOps,Referral,464,26,1,0.00,562.91,0.0385,0.0560
2026-03-12,C002,NorthOps,SEO,514,6,0,168.87,0.00,0.0000,0.0117
2026-03-12,C002,NorthOps,Paid Search,413,56,1,742.96,659.71,0.0179,0.1356
2026-03-12,C002,NorthOps,Content,181,14,0,182.94,0.00,0.0000,0.0773
2026-03-12,C002,NorthOps,LinkedIn Ads,318,21,0,415.18,0.00,0.0000,0.0660
2026-03-12,C002,NorthOps,Partnerships,143,3,0,168.87,0.00,0.0000,0.0210
2026-03-12,C002,NorthOps,Outbound Sales,145,19,0,80.24,0.00,0.0000,0.1310
2026-03-12,C002,NorthOps,Referral,401,30,1,0.00,674.47,0.0333,0.0748
2026-03-13,C002,NorthOps,SEO,229,14,0,335.12,0.00,0.0000,0.0611
2026-03-13,C002,NorthOps,Paid Search,607,37,1,1474.40,501.76,0.0270,0.0610
2026-03-13,C002,NorthOps,Content,472,23,0,363.05,0.00,0.0000,0.0487
2026-03-13,C002,NorthOps,LinkedIn Ads,820,81,1,823.93,744.82,0.0123,0.0988
2026-03-13,C002,NorthOps,Partnerships,606,23,0,335.12,0.00,0.0000,0.0380
2026-03-13,C002,NorthOps,Outbound Sales,1190,123,1,159.25,610.77,0.0081,0.1034
2026-03-13,C002,NorthOps,Referral,306,12,1,0.00,499.48,0.0833,0.0392
2026-03-14,C002,NorthOps,SEO,598,22,0,206.76,0.00,0.0000,0.0368
2026-03-14,C002,NorthOps,Paid Search,745,37,1,909.67,515.37,0.0270,0.0497
2026-03-14,C002,NorthOps,Content,375,16,0,223.99,0.00,0.0000,0.0427
2026-03-14,C002,NorthOps,LinkedIn Ads,0,0,0,508.35,0.00,0.0000,0.0000
2026-03-14,C002,NorthOps,Partnerships,614,24,0,206.76,0.00,0.0000,0.0391
2026-03-14,C002,NorthOps,Outbound Sales,225,21,0,98.26,0.00,0.0000,0.0933
2026-03-14,C002,NorthOps,Referral,427,57,1,0.00,531.95,0.0175,0.1335
2026-03-15,C002,NorthOps,SEO,428,15,1,451.90,670.31,0.0667,0.0350
2026-03-15,C002,NorthOps,Paid Search,1111,124,2,1988.18,1478.71,0.0161,0.1116
2026-03-15,C002,NorthOps,Content,288,36,1,489.56,666.86,0.0278,0.1250
2026-03-15,C002,NorthOps,LinkedIn Ads,426,20,1,1111.04,594.64,0.0500,0.0469
2026-03-15,C002,NorthOps,Partnerships,183,12,0,451.90,0.00,0.0000,0.0656
2026-03-15,C002,NorthOps,Outbound Sales,257,20,0,214.73,0.00,0.0000,0.0778
2026-03-15,C002,NorthOps,Referral,422,25,0,0.00,0.00,0.0000,0.0592
2026-03-16,C002,NorthOps,SEO,521,8,0,88.30,0.00,0.0000,0.0154
2026-03-16,C002,NorthOps,Paid Search,536,20,0,388.48,0.00,0.0000,0.0373
2026-03-16,C002,NorthOps,Content,258,20,0,95.66,0.00,0.0000,0.0775
2026-03-16,C002,NorthOps,LinkedIn Ads,541,14,0,217.09,0.00,0.0000,0.0259
2026-03-16,C002,NorthOps,Partnerships,408,21,0,88.30,0.00,0.0000,0.0515
2026-03-16,C002,NorthOps,Outbound Sales,128,2,0,41.96,0.00,0.0000,0.0156
2026-03-16,C002,NorthOps,Referral,403,31,1,0.00,671.60,0.0323,0.0769
2026-03-17,C002,NorthOps,SEO,271,5,0,81.44,0.00,0.0000,0.0185
2026-03-17,C002,NorthOps,Paid Search,555,10,0,358.28,0.00,0.0000,0.0180
2026-03-17,C002,NorthOps,Content,296,25,0,88.22,0.00,0.0000,0.0845
2026-03-17,C002,NorthOps,LinkedIn Ads,209,21,0,200.22,0.00,0.0000,0.1005
2026-03-17,C002,NorthOps,Partnerships,588,20,0,81.44,0.00,0.0000,0.0340
2026-03-17,C002,NorthOps,Outbound Sales,601,23,0,38.69,0.00,0.0000,0.0383
2026-03-17,C002,NorthOps,Referral,493,49,1,0.00,675.17,0.0204,0.0994
2026-03-18,C002,NorthOps,SEO,113,6,0,164.95,0.00,0.0000,0.0531
2026-03-18,C002,NorthOps,Paid Search,711,57,1,725.72,725.95,0.0175,0.0802
2026-03-18,C002,NorthOps,Content,569,4,0,178.70,0.00,0.0000,0.0070
2026-03-18,C002,NorthOps,LinkedIn Ads,590,14,0,405.55,0.00,0.0000,0.0237
2026-03-18,C002,NorthOps,Partnerships,499,18,0,164.95,0.00,0.0000,0.0361
2026-03-18,C002,NorthOps,Outbound Sales,600,13,0,78.39,0.00,0.0000,0.0217
2026-03-18,C002,NorthOps,Referral,428,39,1,0.00,499.79,0.0256,0.0911
2026-03-19,C002,NorthOps,SEO,100,1,0,101.94,0.00,0.0000,0.0100
2026-03-19,C002,NorthOps,Paid Search,577,13,0,448.50,0.00,0.0000,0.0225
2026-03-19,C002,NorthOps,Content,114,13,0,110.44,0.00,0.0000,0.1140
2026-03-19,C002,NorthOps,LinkedIn Ads,320,16,0,250.63,0.00,0.0000,0.0500
2026-03-19,C002,NorthOps,Partnerships,581,22,0,101.94,0.00,0.0000,0.0379
2026-03-19,C002,NorthOps,Outbound Sales,469,21,0,48.45,0.00,0.0000,0.0448
2026-03-19,C002,NorthOps,Referral,489,60,1,0.00,546.67,0.0167,0.1227
2026-03-20,C002,NorthOps,SEO,405,15,0,167.27,0.00,0.0000,0.0370
2026-03-20,C002,NorthOps,Paid Search,879,63,1,735.92,587.93,0.0159,0.0717
2026-03-20,C002,NorthOps,Content,146,1,0,181.21,0.00,0.0000,0.0068
2026-03-20,C002,NorthOps,LinkedIn Ads,359,15,0,411.25,0.00,0.0000,0.0418
2026-03-20,C002,NorthOps,Partnerships,370,17,0,167.27,0.00,0.0000,0.0459
2026-03-20,C002,NorthOps,Outbound Sales,134,3,0,79.47,0.00,0.0000,0.0224
2026-03-20,C002,NorthOps,Referral,381,31,1,0.00,520.15,0.0323,0.0814
2026-03-21,C002,NorthOps,SEO,220,20,0,408.93,0.00,0.0000,0.0909
2026-03-21,C002,NorthOps,Paid Search,475,31,1,1799.13,699.45,0.0323,0.0653
2026-03-21,C002,NorthOps,Content,433,11,0,443.01,0.00,0.0000,0.0254
2026-03-21,C002,NorthOps,LinkedIn Ads,496,67,1,1005.40,701.39,0.0149,0.1351
2026-03-21,C002,NorthOps,Partnerships,271,16,0,408.93,0.00,0.0000,0.0590
2026-03-21,C002,NorthOps,Outbound Sales,1121,81,1,194.31,557.20,0.0123,0.0723
2026-03-21,C002,NorthOps,Referral,475,43,1,0.00,552.44,0.0233,0.0905
2026-03-22,C002,NorthOps,SEO,0,0,0,180.99,0.00,0.0000,0.0000
2026-03-22,C002,NorthOps,Paid Search,744,66,1,796.27,512.95,0.0152,0.0887
2026-03-22,C002,NorthOps,Content,483,1,0,196.07,0.00,0.0000,0.0021
2026-03-22,C002,NorthOps,LinkedIn Ads,383,1,0,444.97,0.00,0.0000,0.0026
2026-03-22,C002,NorthOps,Partnerships,424,23,0,180.99,0.00,0.0000,0.0542
2026-03-22,C002,NorthOps,Outbound Sales,497,4,0,85.99,0.00,0.0000,0.0080
2026-03-22,C002,NorthOps,Referral,311,28,1,0.00,659.85,0.0357,0.0900
2026-03-23,C002,NorthOps,SEO,439,17,0,95.06,0.00,0.0000,0.0387
2026-03-23,C002,NorthOps,Paid Search,387,17,0,418.22,0.00,0.0000,0.0439
2026-03-23,C002,NorthOps,Content,263,20,0,102.98,0.00,0.0000,0.0760
2026-03-23,C002,NorthOps,LinkedIn Ads,415,24,0,233.71,0.00,0.0000,0.0578
2026-03-23,C002,NorthOps,Partnerships,356,11,0,95.06,0.00,0.0000,0.0309
2026-03-23,C002,NorthOps,Outbound Sales,542,3,0,45.16,0.00,0.0000,0.0055
2026-03-23,C002,NorthOps,Referral,471,38,1,0.00,711.40,0.0263,0.0807
2026-03-24,C002,NorthOps,SEO,232,9,0,378.21,0.00,0.0000,0.0388
2026-03-24,C002,NorthOps,Paid Search,518,35,1,1663.98,542.63,0.0286,0.0676
2026-03-24,C002,NorthOps,Content,514,13,0,409.73,0.00,0.0000,0.0253
2026-03-24,C002,NorthOps,LinkedIn Ads,826,70,1,929.87,511.10,0.0143,0.0847
2026-03-24,C002,NorthOps,Partnerships,508,24,0,378.21,0.00,0.0000,0.0472
2026-03-24,C002,NorthOps,Outbound Sales,1037,144,1,179.73,746.01,0.0069,0.1389
2026-03-24,C002,NorthOps,Referral,396,54,1,0.00,529.35,0.0185,0.1364
2026-03-25,C002,NorthOps,SEO,128,15,0,385.59,0.00,0.0000,0.1172
2026-03-25,C002,NorthOps,Paid Search,577,77,1,1696.45,724.33,0.0130,0.1334
2026-03-25,C002,NorthOps,Content,252,16,0,417.73,0.00,0.0000,0.0635
2026-03-25,C002,NorthOps,LinkedIn Ads,579,38,1,948.01,707.50,0.0263,0.0656
2026-03-25,C002,NorthOps,Partnerships,379,9,0,385.59,0.00,0.0000,0.0237
2026-03-25,C002,NorthOps,Outbound Sales,933,44,1,183.22,508.21,0.0227,0.0472
2026-03-25,C002,NorthOps,Referral,263,22,1,0.00,645.41,0.0455,0.0837
2026-03-26,C002,NorthOps,SEO,554,14,0,387.08,0.00,0.0000,0.0253
2026-03-26,C002,NorthOps,Paid Search,749,33,1,1703.00,672.60,0.0303,0.0441
2026-03-26,C002,NorthOps,Content,143,17,0,419.34,0.00,0.0000,0.1189
2026-03-26,C002,NorthOps,LinkedIn Ads,753,77,1,951.68,684.37,0.0130,0.1023
2026-03-26,C002,NorthOps,Partnerships,223,17,0,387.08,0.00,0.0000,0.0762
2026-03-26,C002,NorthOps,Outbound Sales,1262,115,1,183.94,504.16,0.0087,0.0911
2026-03-26,C002,NorthOps,Referral,421,23,1,0.00,628.03,0.0435,0.0546
2026-03-27,C002,NorthOps,SEO,552,18,0,410.37,0.00,0.0000,0.0326
2026-03-27,C002,NorthOps,Paid Search,553,53,1,1805.47,726.99,0.0189,0.0958
2026-03-27,C002,NorthOps,Content,420,16,0,444.57,0.00,0.0000,0.0381
2026-03-27,C002,NorthOps,LinkedIn Ads,870,79,1,1008.94,529.27,0.0127,0.0908
2026-03-27,C002,NorthOps,Partnerships,266,13,0,410.37,0.00,0.0000,0.0489
2026-03-27,C002,NorthOps,Outbound Sales,716,78,1,195.00,596.99,0.0128,0.1089
2026-03-27,C002,NorthOps,Referral,346,27,1,0.00,560.64,0.0370,0.0780
2026-03-28,C002,NorthOps,SEO,320,28,1,426.14,595.64,0.0357,0.0875
2026-03-28,C002,NorthOps,Paid Search,429,35,1,1874.85,507.63,0.0286,0.0816
2026-03-28,C002,NorthOps,Content,440,57,1,461.65,563.73,0.0175,0.1295
2026-03-28,C002,NorthOps,LinkedIn Ads,724,44,1,1047.71,669.04,0.0227,0.0608
2026-03-28,C002,NorthOps,Partnerships,612,20,0,426.14,0.00,0.0000,0.0327
2026-03-28,C002,NorthOps,Outbound Sales,851,117,1,202.49,557.12,0.0085,0.1375
2026-03-28,C002,NorthOps,Referral,559,17,0,0.00,0.00,0.0000,0.0304
2026-03-29,C002,NorthOps,SEO,344,8,0,285.48,0.00,0.0000,0.0233
2026-03-29,C002,NorthOps,Paid Search,568,57,1,1256.01,721.12,0.0175,0.1004
2026-03-29,C002,NorthOps,Content,389,2,0,309.28,0.00,0.0000,0.0051
2026-03-29,C002,NorthOps,LinkedIn Ads,798,88,1,701.89,731.48,0.0114,0.1103
2026-03-29,C002,NorthOps,Partnerships,451,21,0,285.48,0.00,0.0000,0.0466
2026-03-29,C002,NorthOps,Outbound Sales,430,21,0,135.66,0.00,0.0000,0.0488
2026-03-29,C002,NorthOps,Referral,387,37,1,0.00,741.32,0.0270,0.0956
2026-03-30,C002,NorthOps,SEO,602,22,0,397.87,0.00,0.0000,0.0365
2026-03-30,C002,NorthOps,Paid Search,777,80,1,1750.46,637.94,0.0125,0.1030
2026-03-30,C002,NorthOps,Content,494,40,1,431.03,586.81,0.0250,0.0810
2026-03-30,C002,NorthOps,LinkedIn Ads,797,57,1,978.20,720.70,0.0175,0.0715
2026-03-30,C002,NorthOps,Partnerships,872,41,1,397.87,747.44,0.0244,0.0470
2026-03-30,C002,NorthOps,Outbound Sales,744,27,1,189.05,677.02,0.0370,0.0363
2026-03-30,C002,NorthOps,Referral,409,19,0,0.00,0.00,0.0000,0.0465
2026-03-31,C002,NorthOps,SEO,0,0,0,241.07,0.00,0.0000,0.0000
2026-03-31,C002,NorthOps,Paid Search,590,74,1,1060.59,627.39,0.0135,0.1254
2026-03-31,C002,NorthOps,Content,280,21,0,261.15,0.00,0.0000,0.0750
2026-03-31,C002,NorthOps,LinkedIn Ads,331,18,0,592.68,0.00,0.0000,0.0544
2026-03-31,C002,NorthOps,Partnerships,0,0,0,241.07,0.00,0.0000,0.0000
2026-03-31,C002,NorthOps,Outbound Sales,561,17,0,114.54,0.00,0.0000,0.0303
2026-03-31,C002,NorthOps,Referral,756,79,2,0.00,1007.77,0.0253,0.1045
2026-01-01,C003,BrightOps,SEO,148,24,0,286.73,0.00,0.0000,0.1622
2026-01-01,C003,BrightOps,Paid Search,533,42,1,537.78,695.42,0.0238,0.0788
2026-01-01,C003,BrightOps,Content,130,25,0,238.94,0.00,0.0000,0.1923
2026-01-01,C003,BrightOps,LinkedIn Ads,288,7,0,328.64,0.00,0.0000,0.0243
2026-01-01,C003,BrightOps,Partnerships,700,31,1,477.88,733.85,0.0323,0.0443
2026-01-01,C003,BrightOps,Outbound Sales,1150,153,1,836.54,672.48,0.0065,0.1330
2026-01-01,C003,BrightOps,Referral,392,53,1,202.34,863.26,0.0189,0.1352
2026-01-02,C003,BrightOps,SEO,170,3,0,78.21,0.00,0.0000,0.0176
2026-01-02,C003,BrightOps,Paid Search,168,22,0,146.68,0.00,0.0000,0.1310
2026-01-02,C003,BrightOps,Content,541,19,0,65.17,0.00,0.0000,0.0351
2026-01-02,C003,BrightOps,LinkedIn Ads,503,12,0,89.64,0.00,0.0000,0.0239
2026-01-02,C003,BrightOps,Partnerships,111,21,0,130.34,0.00,0.0000,0.1892
2026-01-02,C003,BrightOps,Outbound Sales,430,3,0,228.17,0.00,0.0000,0.0070
2026-01-02,C003,BrightOps,Referral,452,17,1,55.18,699.39,0.0588,0.0376
2026-01-03,C003,BrightOps,SEO,362,20,0,135.10,0.00,0.0000,0.0552
2026-01-03,C003,BrightOps,Paid Search,129,4,0,253.39,0.00,0.0000,0.0310
2026-01-03,C003,BrightOps,Content,470,24,0,112.58,0.00,0.0000,0.0511
2026-01-03,C003,BrightOps,LinkedIn Ads,440,9,0,154.85,0.00,0.0000,0.0205
2026-01-03,C003,BrightOps,Partnerships,142,4,0,225.17,0.00,0.0000,0.0282
2026-01-03,C003,BrightOps,Outbound Sales,983,40,1,394.16,655.29,0.0250,0.0407
2026-01-03,C003,BrightOps,Referral,310,40,1,95.33,613.12,0.0250,0.1290
2026-01-04,C003,BrightOps,SEO,396,10,0,226.66,0.00,0.0000,0.0253
2026-01-04,C003,BrightOps,Paid Search,588,1,0,425.11,0.00,0.0000,0.0017
2026-01-04,C003,BrightOps,Content,317,19,0,188.88,0.00,0.0000,0.0599
2026-01-04,C003,BrightOps,LinkedIn Ads,487,23,0,259.79,0.00,0.0000,0.0472
2026-01-04,C003,BrightOps,Partnerships,875,63,1,377.76,709.25,0.0159,0.0720
2026-01-04,C003,BrightOps,Outbound Sales,688,55,1,661.28,784.91,0.0182,0.0799
2026-01-04,C003,BrightOps,Referral,479,18,1,159.94,656.53,0.0556,0.0376
2026-01-05,C003,BrightOps,SEO,353,5,0,139.37,0.00,0.0000,0.0142
2026-01-05,C003,BrightOps,Paid Search,218,25,0,261.40,0.00,0.0000,0.1147
2026-01-05,C003,BrightOps,Content,266,11,0,116.14,0.00,0.0000,0.0414
2026-01-05,C003,BrightOps,LinkedIn Ads,168,22,0,159.74,0.00,0.0000,0.1310
2026-01-05,C003,BrightOps,Partnerships,484,17,0,232.29,0.00,0.0000,0.0351
2026-01-05,C003,BrightOps,Outbound Sales,274,1,0,406.62,0.00,0.0000,0.0036
2026-01-05,C003,BrightOps,Referral,676,34,2,98.36,1216.17,0.0588,0.0503
2026-01-06,C003,BrightOps,SEO,161,15,0,256.74,0.00,0.0000,0.0932
2026-01-06,C003,BrightOps,Paid Search,601,11,0,481.52,0.00,0.0000,0.0183
2026-01-06,C003,BrightOps,Content,601,15,0,213.95,0.00,0.0000,0.0250
2026-01-06,C003,BrightOps,LinkedIn Ads,137,20,0,294.26,0.00,0.0000,0.1460
2026-01-06,C003,BrightOps,Partnerships,616,36,1,427.89,692.02,0.0278,0.0584
2026-01-06,C003,BrightOps,Outbound Sales,991,132,1,749.04,674.93,0.0076,0.1332
2026-01-06,C003,BrightOps,Referral,275,31,1,181.17,738.02,0.0323,0.1127
2026-01-07,C003,BrightOps,SEO,614,25,0,78.63,0.00,0.0000,0.0407
2026-01-07,C003,BrightOps,Paid Search,177,20,0,147.47,0.00,0.0000,0.1130
2026-01-07,C003,BrightOps,Content,180,20,0,65.52,0.00,0.0000,0.1111
2026-01-07,C003,BrightOps,LinkedIn Ads,286,1,0,90.12,0.00,0.0000,0.0035
